Latitud;Longitud;Profundidad;Magnitud
-19.94 ;-69.12 ;98;4.2
-21.28 ;-68.73 ;130;4.5
-20.27 ;-69.15 ;114;4.1
-17.85 ;-65.91 ;353;6.3
-20.37 ;-68.51 ;129;4.9
-22.71 ;-68.61 ;110;4.4
-22.9 ;-68.75 ;106;4.3
-22.79 ;-68.86 ;105;4.4
-21.34 ;-70.14 ;66;4.9
-19.27 ;-70.28 ;35;4.2
-18.44 ;-69.59 ;117;4.6
-19.9 ;-69.48 ;120;3.8
-24.6 ;-70.12 ;61;5.5
-24.0 ;-70.17 ;43;4.4
-18.16 ;-67.57 ;323;4.8
-20.84 ;-69.98 ;72;3.8
-19.64 ;-69.42 ;100;3.7
-24.58 ;-70.11 ;61;4.9
-20.13 ;-70.12 ;45;3.3
-22.91 ;-69.02 ;90;4.2
-20.34 ;-69.13 ;91;5
-18.38 ;-70.13 ;73;3.9
-22.16 ;-70.44 ;34;3.9
-21.49 ;-69.78 ;49;5
-21.49 ;-68.52 ;137;5.3
-24.09 ;-70.72 ;43;4.7
-22.79 ;-69.15 ;114;4.9
-21.19 ;-70.02 ;51;4.5
-22.02 ;-69.95 ;50;4
-21.66 ;-70.49 ;40;4.3
-17.88 ;-70.31 ;111;5.2
-19.75 ;-70.28 ;69;5
-20.19 ;-69.37 ;102;4
-20.03 ;-69.14 ;94;3.7
-20.53 ;-70.18 ;36;3.2
-23.46 ;-68.87 ;104;5
-23.67 ;-69.36 ;86;4.5
-19.64 ;-70.42 ;57;5.2
-19.86 ;-69.22 ;94;4.3
-19.55 ;-69.39 ;112;3.5
-22.33 ;-68.67 ;103;4.6
-18.93 ;-70.34 ;37;4.6
-20.12 ;-69.22 ;91;3.9
-24.25 ;-66.87 ;204;5.3
-19.23 ;-69.43 ;100;3.5
-21.95 ;-70.42 ;21;4.4
-19.38 ;-69.44 ;100;3.3
-19.31 ;-69.41 ;94;4.2
-18.59 ;-69.88 ;86;4
-19.69 ;-69.73 ;75;3.3
-20.77 ;-70.42 ;28;4.7
-20.79 ;-69.72 ;58;3.7
-20.84 ;-67.59 ;223;5
-19.37 ;-70.06 ;74;3.6
-20.07 ;-69.76 ;73;3.8
-20.5 ;-68.91 ;102;4.1
-20.71 ;-69.22 ;107;4.9
-19.23 ;-69.73 ;86;4.2
-18.62 ;-69.48 ;114;4
-20.74 ;-70.11 ;30;4.2
-20.1 ;-68.88 ;105;4.2
-20.58 ;-68.84 ;112;4.4
-23.37 ;-69.62 ;67;4.4
-19.46 ;-69.62 ;17;3.5
-23.13 ;-69.23 ;108;5.2
-20.56 ;-70.36 ;32;4.9
-19.24 ;-70.13 ;55;3.5
-19.77 ;-69.29 ;94;4.1
-20.32 ;-70.03 ;74;4.4
-20.26 ;-70.24 ;40;3.1
-19.83 ;-70.25 ;76;3.9
-18.11 ;-70.13 ;71;4.5
-22.13 ;-68.64 ;114;4.6
-19.77 ;-69.62 ;71;3.5
-19.06 ;-69.54 ;92;4.4
-19.33 ;-70.19 ;42;3.7
-19.14 ;-70.22 ;71;4.5
-22.11 ;-68.61 ;125;4.6
-21.11 ;-69.07 ;99;4.6
-23.17 ;-69.11 ;111;4.8
-19.14 ;-69.35 ;106;4.1
-21.14 ;-69.04 ;109;4.3
-20.29 ;-70.23 ;42;3.5
-22.19 ;-68.82 ;116;5.6
-21.9 ;-68.61 ;114;5.7
-18.1 ;-69.75 ;128;4.6
-23.7 ;-68.99 ;92;4.3
-19.04 ;-69.25 ;123;4.3
-18.12 ;-69.49 ;137;3.6
-19.63 ;-69.32 ;103;3.7
-19.55 ;-69.38 ;98;4.4
-23.13 ;-70.67 ;37;4.8
-18.97 ;-69.33 ;110;4.2
-21.25 ;-68.87 ;119;4.5
-19.02 ;-69.31 ;115;4.3
-19.2 ;-70.15 ;56;3.7
-21.11 ;-68.89 ;108;4.3
-21.39 ;-70.44 ;42;4.9
-20.18 ;-69.2 ;91;4
-20.48 ;-69.05 ;108;4.4
-21.27 ;-69.88 ;24;3.8
-19.31 ;-69.39 ;95;3.8
-19.47 ;-70.12 ;37;3.2
-20.21 ;-70.77 ;39;3.6
-20.35 ;-70.41 ;43;4.3
-21.98 ;-70.4 ;35;3.9
-21.34 ;-68.93 ;121;5.1
-20.88 ;-70.84 ;23;5.2
-18.53 ;-70.72 ;44;6
-22.54 ;-69.19 ;81;4.1
-21.91 ;-70.27 ;15;3.4
-20.25 ;-69.16 ;95;5.2
-19.49 ;-69.82 ;74;3.7
-18.7 ;-69.24 ;128;4.6
-21.05 ;-70.39 ;53;4.2
-19.13 ;-69.48 ;97;4
-19.26 ;-69.36 ;107;3.3
-19.84 ;-70.17 ;38;3.7
-23.1 ;-69.71 ;117;4.4
-20.43 ;-68.93 ;116;5.2
-19.64 ;-70.06 ;46;4.3
-20.86 ;-70.17 ;53;4.9
-21.73 ;-68.48 ;124;5.1
-19.89 ;-69.24 ;96;4.8
-19.36 ;-69.3 ;109;4.3
-17.46 ;-71.09 ;79;5.2
-21.56 ;-69.62 ;48;3.5
-20.84 ;-68.7 ;110;5.2
-24.77 ;-70.76 ;55;5.1
-20.93 ;-70.86 ;35;5.2
-22.71 ;-69.09 ;85;4.5
-21.91 ;-68.73 ;130;5.4
-22.59 ;-69.9 ;42;3.8
-19.12 ;-70.44 ;63;3.9
-20.75 ;-69.32 ;87;4.7
-22.96 ;-69.44 ;85;4.6
-20.38 ;-69.33 ;87;4.1
-18.2 ;-70.41 ;57;4.8
-20.33 ;-69.15 ;114;3.9
-23.86 ;-69.81 ;65;4.9
-21.29 ;-69.88 ;53;4.6
-22.15 ;-68.11 ;157;5
-19.96 ;-69.44 ;112;5.4
-20.55 ;-69.14 ;108;4.3
-20.14 ;-69.23 ;94;4.1
-19.06 ;-70.04 ;74;3.9
-18.86 ;-70.04 ;67;4.6
-18.49 ;-69.14 ;4;3.1
-21.42 ;-69.47 ;28;4.6
-22.73 ;-70.27 ;36;4.2
-18.52 ;-70.46 ;38;4.1
-22.07 ;-70.13 ;72;3.8
-20.15 ;-70.09 ;52;4.4
-18.23 ;-69.51 ;149;4.8
-19.26 ;-70.11 ;34;4
-19.3 ;-70.07 ;64;4.3
-20.2 ;-69.19 ;97;4.5
-19.63 ;-70.38 ;64;4.6
-19.64 ;-69.32 ;99;3.3
-19.53 ;-70.37 ;40;3.7
-22.06 ;-70.44 ;31;4
-18.6 ;-69.77 ;94;4
-20.52 ;-70.36 ;35;4.5
-20.51 ;-70.39 ;35;3.9
-19.89 ;-70.07 ;53;3.7
-22.67 ;-68.22 ;127;5.3
-19.61 ;-70.7 ;29;3.8
-15.76 ;-70.88 ;212;5.6
-20.53 ;-69.21 ;95;4.6
-19.32 ;-70.42 ;74;5.1
-20.39 ;-69.87 ;48;3
-23.16 ;-68.92 ;98;5
-19.13 ;-69.14 ;120;4.5
-22.76 ;-68.22 ;139;5.4
-20.58 ;-70.62 ;42;3.6
-20.21 ;-69.2 ;102;4.5
-20.15 ;-70.2 ;70;3.1
-19.91 ;-70.05 ;51;4.9
-20.52 ;-69.14 ;98;4
-22.93 ;-69.04 ;91;5.2
-19.74 ;-70.31 ;52;3.5
-19.55 ;-69.69 ;78;4
-19.65 ;-69.45 ;99;3.9
-20.47 ;-69.22 ;85;4.3
-19.26 ;-70.21 ;35;3.6
-15.82 ;-71.22 ;218;6.2
-23.25 ;-68.53 ;123;6.9
-20.52 ;-69.1 ;96;3.7
-19.28 ;-70.14 ;52;3.8
-20.17 ;-70.73 ;37;5
-18.93 ;-69.63 ;112;3.9
-19.08 ;-69.5 ;120;4.3
-20.97 ;-69.31 ;60;4.1
-24.85 ;-70.2 ;47;4.5
-20.15 ;-70.22 ;45;4.2
-22.73 ;-70.17 ;70;4.1
-20.24 ;-70.08 ;76;5.7
-19.32 ;-69.99 ;50;3.1
-20.26 ;-70.06 ;77;4.7
-24.63 ;-70.28 ;49;4.5
-19.05 ;-69.46 ;102;4.5
-20;-69.28 ;104;3.7
-19.75 ;-69.87 ;32;3.9
-19.57 ;-69.22 ;102;5.4
-20.49 ;-69.25 ;92;3.8
-20.51 ;-69.04 ;102;4.6
-19.4 ;-70.24 ;36;3.3
-19.95 ;-69.17 ;96;4.4
-19.2 ;-70.24 ;72;5.2
-19.61 ;-69.45 ;104;4.2
-20.61 ;-69.8 ;48;3.9
-19.57 ;-69.22 ;106;3.7
-20.01 ;-69.83 ;64;4.6
-21.36 ;-69.91 ;54;6
-21.39 ;-69.86 ;48;3.6
-21.39 ;-69.89 ;48;4.6
-21.37 ;-69.84 ;53;3.2
-21.35 ;-69.85 ;48;3.9
-21.38 ;-69.81 ;47;3.8
-20.38 ;-70.05 ;62;4
-21.0 ;-68.73 ;129;4.9
-21.91 ;-68.41 ;126;4.7
-20.38 ;-69.97 ;82;3.2
-22.4 ;-69.52 ;81;4
-19.46 ;-69.32 ;102;3.7
-20.24 ;-70.28 ;40;3.6
-20.77 ;-70.08 ;48;3.4
-21.4 ;-69.78 ;46;4.2
-19.06 ;-69.42 ;129;4.3
-20.77 ;-69.08 ;102;4.3
-19.28 ;-70.14 ;56;3.8
-21.94 ;-69.97 ;70;4
-21.85 ;-70.39 ;33;3.8
-22.54 ;-70.42 ;29;4
-19.51 ;-69.98 ;9;4.2
-21.36 ;-69.84 ;50;4.1
-19.97 ;-71.19 ;28;5.2
-21.36 ;-69.85 ;53;4
-17.7 ;-69.87 ;149;4.8
-19.29 ;-70.13 ;59;3.5
-18.61 ;-69.81 ;79;4.4
-19.67 ;-70.23 ;70;3.7
-20.39 ;-69.22 ;97;4.9
-20.32 ;-69.07 ;97;4.3
-18.18 ;-69.95 ;131;4.6
-20.13 ;-69.19 ;91;4
-24.26 ;-67.49 ;213;6.4
-24.27 ;-69.5 ;88;5.5
-20.45 ;-69.66 ;80;3.3
-22.39 ;-70.34 ;58;4.3
-21.42 ;-68.8 ;120;4.2
-20.36 ;-69.07 ;108;6.1
-21.12 ;-68.86 ;118;4.6
-20.59 ;-69.17 ;112;4.4
-19.2 ;-70.16 ;46;4.7
-20.81 ;-70.25 ;68;3.9
-21.8 ;-68.71 ;109;5.9
-16.83 ;-71.73 ;89;5.8
-19.61 ;-69.27 ;108;3.7
-22.66 ;-68.81 ;111;4.9
-22.19 ;-70.2 ;32;3.7
-19.12 ;-69.52 ;115;5.1
-19.72 ;-69.47 ;94;4.4
-19.55 ;-69.25 ;99;5.1
-21.01 ;-69.38 ;89;4.1
-23.97 ;-67.06 ;226;6.4
-21.76 ;-68.69 ;110;4.6
-22.26 ;-70.57 ;24;3.8
-19.65 ;-69.35 ;100;3.8
-19.94 ;-69.74 ;58;3.8
-18.24 ;-69.78 ;118;4.5
-19.93 ;-70.33 ;61;5.1
-20.11 ;-70.12 ;54;3.7
-18.59 ;-69.89 ;92;4.6
-20.51 ;-70.59 ;41;5.2
-21.4 ;-69.78 ;49;3.9
-19.76 ;-69.38 ;95;4.3
-20.07 ;-70.26 ;44;3.4
-20.11 ;-68.95 ;96;4
-19.01 ;-69.25 ;117;3.9
-20.78 ;-69.85 ;69;3.8
-20.12 ;-70.51 ;44;3.9
-22.03 ;-70.35 ;25;3.1
-20.49 ;-69.66 ;44;3.5
-19.85 ;-69.91 ;64;4.6
-20.19 ;-70.36 ;28;3.9
-19.73 ;-69.02 ;139;4.9
-19.3 ;-70.19 ;41;3.7
-20.07 ;-69.88 ;69;3.6
-19.52 ;-69.44 ;100;4.5
-17.74 ;-70.68 ;24;4.9
-19.79 ;-69.06 ;106;3.9
-19.65 ;-69.28 ;98;3.7
-19.68 ;-70.09 ;51;3.6
-20.04 ;-69.31 ;100;4
-19.45 ;-69.42 ;96;3.7
-20.65 ;-70.19 ;35;3.7
-20.15 ;-69.12 ;101;3.8
-21.26 ;-68.84 ;117;4.9
-20.02 ;-69.31 ;100;3.5
-22.23 ;-68.67 ;119;5.1
-20.24 ;-69.24 ;112;4
-20.0 ;-69.15 ;96;3.8
-19.19 ;-69.46 ;100;4.1
-21.53 ;-66.93 ;220;5.3
-21.7 ;-70.47 ;33;3.8
-21.44 ;-70.49 ;61;4.8
-20.22 ;-69.33 ;96;3.2
-22.49 ;-70.32 ;36;4.3
-20.01 ;-69.16 ;92;4.5
-22.08 ;-70.1 ;43;3.8
-22.27 ;-69.98 ;65;3.9
-20.25 ;-69.22 ;85;4.3
-21.14 ;-68.7 ;127;4.7
-19.74 ;-69.38 ;105;3.9
-18.47 ;-71.26 ;50;5.1
-20.34 ;-68.73 ;114;5
-21.38 ;-69.89 ;59;4.2
-18.96 ;-69.6 ;105;4.2
-19.19 ;-69.61 ;115;3.6
-21.71 ;-68.71 ;108;5
-19.87 ;-69.9 ;56;3.1
-19.58 ;-69.4 ;112;3.4
-18.6 ;-70.64 ;36;4.4
-22.04 ;-70.33 ;18;3.6
-20.49 ;-69.14 ;101;4
-20.38 ;-69.09 ;104;4
-21.06 ;-69.73 ;67;4.4
-22.5 ;-70.28 ;65;4.9
-18.45 ;-69.53 ;118;4.7
-21.85 ;-68.44 ;146;5.2
-19.86 ;-69.9 ;62;4
-21.35 ;-68.86 ;121;4.8
-23.73 ;-69.88 ;71;5.2
-19.51 ;-69.78 ;68;4.1
-18.27 ;-70.32 ;84;4.5
-20.91 ;-69.01 ;101;4.8
-20.29 ;-69.04 ;96;4
-19.39 ;-69.38 ;92;3.9
-21.37 ;-69.8 ;51;4.1
-20.16 ;-69.27 ;99;3.1
-19.51 ;-69.37 ;96;3.6
-23.83 ;-67.46 ;257;6.4
-19.17 ;-69.3 ;110;3.7
-22.07 ;-70.36 ;30;3.8
-20.06 ;-69.23 ;103;4.2
-22.23 ;-70.83 ;42;4.3
-19.33 ;-70.07 ;56;3.8
-19.33 ;-70.24 ;23;4.5
-20.43 ;-69.94 ;87;3.9
-21.11 ;-68.89 ;121;4.9
-20.09 ;-70.12 ;55;3.6
-19.2 ;-69.66 ;87;4.1
-19.64 ;-69.42 ;106;3.8
-22.14 ;-70.44 ;30;3.6
-20.93 ;-68.87 ;127;4.5
-23.95 ;-70.43 ;32;4.8
-20.52 ;-69.18 ;98;4.9
-19.25 ;-69.18 ;110;4.9
-18.57 ;-71.02 ;31;5.1
-20.77 ;-69.18 ;108;4.2
-22.04 ;-70.33 ;54;4.5
-19.53 ;-69.24 ;7;3
-19.61 ;-69.2 ;105;4.8
-19.36 ;-69.87 ;75;3.8
-21.31 ;-69.79 ;44;4.3
-19.8 ;-69.25 ;121;4.1
-19.66 ;-69.37 ;115;4
-21.15 ;-70.21 ;36;3.9
-19.64 ;-69.21 ;103;4.9
-18.86 ;-70.13 ;80;4.2
-19.2 ;-69.76 ;115;5.4
-18.77 ;-69.54 ;117;4.9
-20.42 ;-69.08 ;103;3.6
-22.17 ;-68.7 ;115;5.3
-20.6 ;-69.13 ;95;4.9
-19.53 ;-69.27 ;5;3.5
-19.23 ;-70.06 ;56;3.9
-22.09 ;-70.32 ;37;3.2
-22.67 ;-66.43 ;254;6.1
-21.27 ;-69.49 ;6;4.3
-20.49 ;-69.15 ;92;4.5
-20.66 ;-69.23 ;90;3.9
-20.57 ;-68.97 ;105;3.8
-22.47 ;-66.53 ;293;5.6
-21.09 ;-69.38 ;100;5
-21.43 ;-69.6 ;8;4
-18.62 ;-70.31 ;42;3.8
-20.14 ;-69.19 ;97;4.2
-21.06 ;-69.88 ;41;4.5
-19.45 ;-69.37 ;97;4.3
-22.28 ;-70.48 ;10;3.7
-19.16 ;-70.06 ;59;4.4
-19.39 ;-69.04 ;121;4.4
-22.74 ;-69.91 ;69;5
-21.93 ;-70.39 ;30;3.8
-21.94 ;-70.44 ;31;3.6
-20.07 ;-69.36 ;112;3.7
-22.88 ;-68.42 ;120;5.6
-19.87 ;-69.14 ;101;4.5
-18.97 ;-69.94 ;52;3.4
-17.61 ;-70.42 ;105;5
-23.38 ;-67.31 ;250;6.9
-21.68 ;-70.19 ;67;5
-20.03 ;-69.2 ;98;4
-17.97 ;-69.79 ;129;4.7
-18.83 ;-69.76 ;59;3
-20.52 ;-69.2 ;98;4.3
-18.79 ;-70.15 ;58;3.7
-17.64 ;-69.62 ;152;5.4
-21.88 ;-69.74 ;64;4.8
-20.09 ;-69.29 ;98;3.8
-20.45 ;-68.94 ;98;4.2
-20.08 ;-69.22 ;102;3.9
-21.82 ;-69.92 ;58;4.7
-19.17 ;-69.31 ;107;4.2
-23.16 ;-68.46 ;118;5.4
-21.16 ;-70.06 ;77;4.5
-24.04 ;-69.69 ;68;5.4
-20.22 ;-69.13 ;104;4.3
-21.14 ;-68.37 ;136;4.8
-19.62 ;-69.02 ;114;4.1
-20.4 ;-69.07 ;97;3.8
-18.25 ;-71.06 ;49;5
-19.35 ;-70.24 ;76;4.8
-21.15 ;-70.17 ;42;4
-16.73 ;-71.26 ;15;5.5
-22.22 ;-68.73 ;120;6
-21.95 ;-70.33 ;55;6
-19.41 ;-69.34 ;97;5.1
-22.01 ;-68.75 ;134;5.6
-22.98 ;-68.96 ;82;5.3 
